"","idindicador","iddepto","nomdepto","idmpio","nommpio","year","value"
"440","pbehtaco",20,"meta",NA,NA,2005,NA
"441","ttdiesti",29,"tolima",968,"ambalema",2005,15.63
"442","igrtgfec",22,"norte de santander",NA,NA,2005,NA
"443","ttdiesti",2,"antioquia",105,"san rafael",2005,18.44
"444","pbepredg",1,"amazonas",NA,NA,2005,NA
"445","pcrparin",28,"sucre",948,"guaranda",2005,99.07
"446","pcrparin",12,"cesar",461,"pailitas",2005,94.72
"447","ttdiesti",15,"guainia",NA,"morichal ",2005,83.2
"448","ttdnesti",16,"guaviare",NA,NA,2005,NA
"449","pbehtaco",31,"vaupes",NA,NA,2005,NA
"450","pcrparin",11,"cauca",421,"la sierra",2005,92.68
"451","pcrparin",27,"santander",887,"floridablanca",2005,99.62
"452","pcrparin",17,"huila",621,"baraya",2005,81.58
"453","ttdiesti",17,"huila",617,"agrado",2005,23.77
"454","ttdiesti",2,"antioquia",93,"sabanalarga",2005,25.37
"455","pcrparin",14,"cundinamarca",501,"cachipay",2005,98.5
"456","pcrparin",29,"tolima",968,"ambalema",2005,92.73
"457","ttdiesti",27,"santander",44,"concepcion",2005,25.34
"458","pcrparin",27,"santander",902,"lebrija",2005,87.16
"459","ttdiesti",25,"risaralda",841,"dosquebradas",2005,15.92
"460","pcrparin",27,"santander",912,"paramo",2005,97.14
"461","ttdiesti",11,"cauca",429,"patia",2005,21.45
"462","ttdiesti",25,"risaralda",851,"santuario",2005,19.14
"463","pcrparin",6,"boyaca",287,"santana",2005,98.79
"464","rgrtgfec",18,"la guajira",NA,NA,2005,NA
"465","pcrparin",8,"caldas",367,"salamina",2005,98.33
"466","ttdiesti",21,"narino",716,"barbacoas",2005,34.84
"467","pcrparin",13,"choco",484,"quibdo",2005,97.89
"468","ttdiesti",17,"huila",645,"suaza",2005,23.07
"469","ttdiesti",29,"tolima",980,"espinal",2005,18.45
"470","ttdiesti",6,"boyaca",319,"villa de leyva",2005,15.66
"471","pbehtaco",26,"san andres y providencia",NA,NA,2005,NA
"472","pcrparin",2,"antioquia",120,"turbo",2005,93.55
"473","ttdiesti",5,"bolivar",197,"villanueva",2005,37.65
"474","pcrparin",2,"antioquia",108,"santa barbara",2005,97.53
"475","ttdiesti",12,"cesar",456,"gonzalez",2005,22.48
"476","ttdiesti",27,"santander",28,"bolivar",2005,40.03
"477","pcrparin",2,"antioquia",128,"yali",2005,92.59
"478","ttdiesti",30,"valle del cauca",960,"san pedro",2005,16.37
"479","pcrparin",2,"antioquia",87,"puerto berrio",2005,98.14
"480","ttdiesti",2,"antioquia",NA,NA,2005,16.7469718
"481","ttdiesti",30,"valle del cauca",1027,"el dovio",2005,21.26
"482","pcrparin",17,"huila",645,"suaza",2005,86.24
"483","pcrparin",21,"narino",546,"mosquera",2005,91.3
"484","pgeembar",24,"quindio",NA,NA,2005,17.7
"485","pcrrncpn",9,"caqueta",NA,NA,2005,74.99
"486","pbepredc",19,"magdalena",NA,NA,2005,17
"487","pcrparin",14,"cundinamarca",126,"venecia",2005,100
"488","rgrtgfec",20,"meta",NA,NA,2005,NA
"489","ttdiesti",13,"choco",477,"el carmen de atrato",2005,32.37
"490","ttdiesti",10,"casanare",406,"yopal",2005,20.14
"491","ttdiesti",27,"santander",896,"hato",2005,24.96
"492","ttdiesti",25,"risaralda",838,"apia",2005,22.71
"493","ttdiesti",29,"tolima",999,"rioblanco",2005,34.99
"494","ttdiesti",22,"norte de santander",NA,"silos",2005,20.68
"495","ttdiesti",22,"norte de santander",784,"durania",2005,13.17
"496","ttdiesti",23,"putumayo",721,"colon",2005,19.99
"497","ttdiesti",27,"santander",898,"jordan",2005,32.36
"498","rtrmorpu",14,"cundinamarca",NA,NA,2005,66.85
"499","ttdiesti",9,"caqueta",385,"san vicente del caguan",2005,25.85
"500","ttdiesti",6,"boyaca",297,"sora",2005,24.32
"501","rtrmorpu",21,"narino",NA,NA,2005,76.63
"502","pcrparin",8,"caldas",372,"viterbo",2005,96.62
"503","ttdiesti",22,"norte de santander",NA,"salazar",2005,13.73
"504","pcrparin",23,"putumayo",816,"puerto asis",2005,89.96
"505","pbehtaco",4,"atlantico",NA,NA,2005,NA
"506","ttdiesti",29,"tolima",994,"ortega",2005,35.92
"507","ttdiesti",20,"meta",687,"cumaral",2005,24
"508","ttdiesti",7,"cordoba",336,"puerto escondido",2005,35.46
"509","ttdiesti",6,"boyaca",246,"la victoria",2005,20
"510","ttdiesti",11,"cauca",420,"jambalo",2005,28.71
"511","ttdiesti",18,"la guajira",656,"maicao",2005,31.79
"512","ttdiesti",27,"santander",859,"barichara",2005,17.12
"513","pcrparin",6,"boyaca",213,"cerinza",2005,93.33
"514","pcrparin",9,"caqueta",375,"cartagena del chaira",2005,98.1
"515","ttdiesti",27,"santander",876,"confines",2005,20.92
"516","cgrnacim",23,"putumayo",NA,NA,2005,5937
"517","igrtgfec",25,"risaralda",NA,NA,2005,NA
"518","ttdiesti",17,"huila",631,"la argentina",2005,20.42
"519","ttdiesti",30,"valle del cauca",246,"la victoria",2005,15.67
"520","ttdiesti",2,"antioquia",55,"fredonia",2005,15.41
"521","ttdiesti",5,"bolivar",169,"cantagallo",2005,19.29
"522","ttdiesti",14,"cundinamarca",536,"la calera",2005,13.18
"523","ttdiesti",14,"cundinamarca",80,"narino",2005,19.32
"524","ttdiesti",11,"cauca",NA,"guachene(1)",2005,28.42
"525","pbrmivih",2,"antioquia",NA,NA,2005,NA
"526","ttdiesti",29,"tolima",NA,NA,2005,20.90996184
"527","ttdiesti",7,"cordoba",338,"purisima",2005,24.17
"528","pcrparin",6,"boyaca",317,"umbita",2005,100
"529","pcrparin",2,"antioquia",31,"caceres",2005,98.28
"530","rgrtgfec",12,"cesar",NA,NA,2005,NA
"531","pcrparin",14,"cundinamarca",577,"suesca",2005,99.62
"532","ttdiesti",6,"boyaca",298,"sotaquira",2005,19.51
"533","pgeembar",25,"risaralda",NA,NA,2005,21.4
"534","ttdiesti",5,"bolivar",NA,NA,2005,23.80263482
"535","pbepredc",16,"guaviare",NA,NA,2005,NA
"536","pcrparin",2,"antioquia",101,"san juan de uraba",2005,94.33
"537","pcrparin",13,"choco",472,"bahia solano",2005,94.39
"538","pbrmivih",3,"arauca",NA,NA,2005,NA
"539","pcrparin",19,"magdalena",664,"ariguani",2005,98.43
"540","ttdiesti",28,"sucre",947,"galeras",2005,26.65
"541","pcrparin",22,"norte de santander",NA,NA,2005,96.79977073
"542","ttdiesti",2,"antioquia",46,"copacabana",2005,9.86
"543","ctrmormt",5,"bolivar",NA,NA,2005,29
"544","pcrparin",14,"cundinamarca",584,"tenjo",2005,98.97
"545","ttdiesti",2,"antioquia",120,"turbo",2005,25.86
"546","ttdiesti",2,"antioquia",80,"narino",2005,20.15
"547","ttdiesti",2,"antioquia",16,"angostura",2005,31.34
"548","ttdiesti",1,"amazonas",NA,"tarapaca ",2005,41.53
"549","ctrmormt",4,"atlantico",NA,NA,2005,29
"550","ttdiesti",28,"sucre",NA,"palmito",2005,21.01
"551","pcrparin",27,"santander",859,"barichara",2005,95.1
"552","pcrparin",12,"cesar",455,"gamarra",2005,89.14
"553","ttdiesti",14,"cundinamarca",531,"guayabal de siquima",2005,15.28
"554","ctrmormt",20,"meta",NA,NA,2005,11
"555","pcrparin",10,"casanare",399,"sacama",2005,95
"556","ttdiesti",27,"santander",885,"enciso",2005,22.95
"557","ttdiesti",27,"santander",906,"matanza",2005,17.01
"558","pbepredc",15,"guainia",NA,NA,2005,NA
"559","ttdiesti",2,"antioquia",89,"puerto triunfo",2005,21.53
"560","pcrparin",31,"vaupes",1056,"pacoa",2005,4.65
"561","ttdiesti",6,"boyaca",203,"berbeo",2005,18.16
"562","ttdiesti",10,"casanare",398,"recetor",2005,34.42
"563","pcrparin",21,"narino",733,"guachucal",2005,80.09
"564","ttdiesti",11,"cauca",425,"miranda",2005,18.59
"565","ttdiesti",14,"cundinamarca",595,"vergara",2005,25.47
"566","pcrparin",2,"antioquia",83,"olaya",2005,92.86
"567","pcrparin",7,"cordoba",347,"valencia",2005,96.23
"568","ttdiesti",2,"antioquia",128,"yali",2005,16.73
"569","ttdiesti",6,"boyaca",262,"paipa",2005,15.7
"570","ttdiesti",25,"risaralda",847,"pereira",2005,12.75
"571","pcrparin",27,"santander",889,"guepsa",2005,72.04
"572","pcrparin",22,"norte de santander",803,"san calixto",2005,95.08
"573","ttdiesti",21,"narino",732,"funes",2005,27.75
"574","pcrparin",2,"antioquia",40,"caucasia",2005,99.34
"575","ttdiesti",22,"norte de santander",778,"cachira",2005,12.64
"576","ttdiesti",8,"caldas",362,"pacora",2005,23.78
"577","rtrmorpu",11,"cauca",NA,NA,2005,109.51
"578","pcrparin",28,"sucre",946,"corozal",2005,99.29
"579","ttdiesti",32,"vichada",1062,"puerto carreno",2005,30.55
"580","ttdiesti",6,"boyaca",236,"garagoa",2005,19.71
"581","pcrparin",11,"cauca",444,"totoro",2005,56.35
"582","ttdiesti",6,"boyaca",293,"socota",2005,29.72
"583","pcrparin",20,"meta",466,"san martin",2005,93.27
"584","ttdiesti",29,"tolima",992,"murillo",2005,21.02
"585","pcrparin",20,"meta",383,"puerto rico",2005,76.19
"586","ttdiesti",13,"choco",NA,"rio quito",2005,45.15
"587","ttdiesti",29,"tolima",990,"libano",2005,22.68
"588","ttdiesti",29,"tolima",985,"herveo",2005,16.54
"589","ttdiesti",14,"cundinamarca",550,"nimaima",2005,16.08
"590","pcrparin",6,"boyaca",290,"siachoque",2005,98.46
"591","ttdiesti",7,"cordoba",NA,"la apartada",2005,28.48
"592","ttdiesti",5,"bolivar",174,"hatillo de loba",2005,33.13
"593","pcrparin",27,"santander",500,"cabrera",2005,100
"594","pcrparin",2,"antioquia",22,"armenia",2005,95.59
"595","pcrparin",5,"bolivar",514,"el penon",2005,96.99
"596","ttdiesti",27,"santander",23,"barbosa",2005,14.88
"597","ttdiesti",11,"cauca",NA,"lopez",2005,28.02
"598","pcrparin",14,"cundinamarca",596,"viani",2005,97.73
"599","pcrperca",20,"meta",NA,NA,2005,93.47443788
"600","ttdiesti",27,"santander",941,"zapatoca",2005,13.36
"601","pbretaia",18,"la guajira",NA,NA,2005,NA
"602","pcrparin",2,"antioquia",14,"andes",2005,96.96
"603","ttdiesti",14,"cundinamarca",554,"pandi",2005,21.11
"604","pbretaia",21,"narino",NA,NA,2005,NA
"605","pcrparin",6,"boyaca",285,"santa rosa de viterbo",2005,98.63
"606","ttdiesti",21,"narino",718,"buesaco",2005,21.59
"607","pcrparin",27,"santander",936,"tona",2005,100
"608","ttdiesti",19,"magdalena",NA,"santa barbara de pinto",2005,20.54
"609","ttdiesti",27,"santander",857,"aratoca",2005,23.83
"610","ttdiesti",8,"caldas",372,"viterbo",2005,17.57
"611","ttdiesti",8,"caldas",366,"risaralda",2005,21.9
"612","pcrparin",5,"bolivar",169,"cantagallo",2005,98.06
"613","ttdiesti",30,"valle del cauca",1052,"yumbo",2005,15.9
"614","cgrnacim",28,"sucre",NA,NA,2005,33737
"615","igrtgfec",2,"antioquia",NA,NA,2005,NA
"616","ttdiesti",20,"meta",699,"puerto concordia",2005,33.23
"617","pcrparin",14,"cundinamarca",539,"la pena",2005,97.22
"618","pcrparin",5,"bolivar",196,"turbana",2005,98.7
"619","ttdiesti",2,"antioquia",21,"argelia",2005,21.17
"620","ttdiesti",21,"narino",748,"mallama",2005,33.58
"621","ttdiesti",18,"la guajira",NA,"la jagua del pilar",2005,23.87
"622","pcrparin",29,"tolima",440,"suarez",2005,97.44
"623","ttdiesti",30,"valle del cauca",143,"candelaria",2005,16.71
"624","ttdiesti",10,"casanare",197,"villanueva",2005,37.86
"625","ttdiesti",14,"cundinamarca",553,"paime",2005,30.21
"626","pcrparin",25,"risaralda",842,"guatica",2005,96.73
"627","ttdiesti",14,"cundinamarca",597,"villa de san diego de ubate",2005,13.21
"628","ttdiesti",9,"caqueta",377,"el doncello",2005,26.06
"629","pcrparin",6,"boyaca",241,"iza",2005,93.94
"630","pcrparin",4,"atlantico",141,"barranquilla",2005,98.97
"631","pcrparin",22,"norte de santander",NA,"silos",2005,92.47
"632","pcrparin",27,"santander",326,"chima",2005,91.55
"633","ttdiesti",17,"huila",616,"acevedo",2005,30.54
"634","pcrparin",11,"cauca",412,"cajibio",2005,64.2
"635","ttdiesti",22,"norte de santander",779,"cacota",2005,28.99
"636","pcrparin",19,"magdalena",671,"guamal",2005,93.83
"637","pcrparin",28,"sucre",962,"sincelejo",2005,99.57
"638","pcrparin",4,"atlantico",149,"palmar de varela",2005,97.86
"639","ttdiesti",14,"cundinamarca",493,"anolaima",2005,17.15
"640","pcrparin",22,"norte de santander",774,"abrego",2005,99.76
"641","pcrparin",17,"huila",630,"isnos",2005,99.77
"642","pcrparin",28,"sucre",NA,"covenas",2005,99.55
"643","pcrparin",6,"boyaca",269,"pisba",2005,100
"644","ttdiesti",6,"boyaca",224,"corrales",2005,17.26
"645","pcrparin",21,"narino",202,"belen",2005,82.83
"646","ttdiesti",2,"antioquia",40,"caucasia",2005,21.57
"647","ttdiesti",5,"bolivar",172,"el carmen de bolivar",2005,33.47
"648","pcrparin",11,"cauca",416,"el tambo",2005,76.61
"649","pbrmivih",6,"boyaca",NA,NA,2005,NA
"650","pbehtaco",11,"cauca",NA,NA,2005,NA
"651","ttdiesti",12,"cesar",445,"aguachica",2005,22.26
"652","ttdiesti",15,"guainia",NA,"puerto colombia ",2005,38.88
"653","pcrparin",5,"bolivar",NA,"norosi",2005,NA
"654","ttdiesti",21,"narino",731,"francisco pizarro",2005,30.72
"655","pcrparin",24,"quindio",832,"genova",2005,97.81
"656","ttdiesti",21,"narino",756,"pupiales",2005,23.1
"657","cgrnacim",14,"cundinamarca",NA,NA,2005,27075
"658","pcrparin",21,"narino",725,"cumbal",2005,79.67
"659","ttdiesti",15,"guainia",NA,"san felipe ",2005,39.18
"660","ctrmormt",11,"cauca",NA,NA,2005,20
"661","pgeembar",19,"magdalena",NA,NA,2005,21.5
"662","pcrparin",6,"boyaca",275,"sachica",2005,75
"663","ttdiesti",2,"antioquia",20,"arboletes",2005,26.63
"664","pcrparin",10,"casanare",388,"aguazul",2005,98.53
"665","rtrmorpu",32,"vichada",NA,NA,2005,0
"666","pbepredg",6,"boyaca",NA,NA,2005,NA
"667","rgrtgfec",21,"narino",NA,NA,2005,NA
"668","ptrldeng",11,"cauca",NA,NA,2005,NA
"669","pcrparin",22,"norte de santander",810,"tibu",2005,98.05
"670","ttdiesti",19,"magdalena",NA,"chibolo",2005,29.33
"671","ttdiesti",27,"santander",373,"albania",2005,27.22
"672","ttdiesti",2,"antioquia",19,"apartado",2005,14.57
"673","pcrparin",21,"narino",759,"samaniego",2005,96.24
"674","ttdiesti",13,"choco",473,"bajo baudo",2005,53.7
"675","caelacex",22,"norte de santander",NA,NA,2005,NA
"676","ttdiesti",15,"guainia",NA,"inirida",2005,41.51
"677","ttdiesti",2,"antioquia",101,"san juan de uraba",2005,36.26
"678","ttdiesti",29,"tolima",NA,"palocabildo",2005,29.05
"679","pbehtaco",24,"quindio",NA,NA,2005,NA
"680","pcrparin",14,"cundinamarca",422,"la vega",2005,97.25
"681","pcrparin",20,"meta",683,"acacias",2005,94.17
"682","pcrparin",21,"narino",718,"buesaco",2005,66.42
"683","pcrperca",10,"casanare",NA,NA,2005,96.96816574
"684","pcrparin",21,"narino",NA,"la union",2005,97.52
"685","ttdiesti",23,"putumayo",823,"sibundoy",2005,16.8
"686","ttdiesti",18,"la guajira",NA,"dibulla",2005,31.93
"687","ttdiesti",19,"magdalena",673,"pivijay",2005,32.05
"688","pcrparin",30,"valle del cauca",NA,NA,2005,98.37712891
"689","ttdiesti",5,"bolivar",NA,"arenal",2005,23.25
"690","pcrparin",30,"valle del cauca",1026,"el cerrito",2005,97.48
"691","pcrparin",27,"santander",923,"san benito",2005,97.5
"692","pcrparin",6,"boyaca",291,"soata",2005,98.54
"693","ttdiesti",21,"narino",747,"magui",2005,44.34
"694","pcrparin",27,"santander",867,"carcasi",2005,98.97
"695","pcrparin",27,"santander",908,"molagavita",2005,98.53
"696","pcrrncpn",24,"quindio",NA,NA,2005,85.06
"697","pcrparin",12,"cesar",453,"el copey",2005,93.16
"698","ttdiesti",8,"caldas",355,"la merced",2005,20.46
"699","ttdiesti",2,"antioquia",27,"betulia",2005,20.74
"700","ttdiesti",2,"antioquia",117,"tarso",2005,26.51
"701","pcrparin",21,"narino",750,"olaya herrera",2005,97.29
"702","ttdiesti",27,"santander",938,"valle de san jose",2005,19.61
"703","ttdiesti",22,"norte de santander",797,"ocana",2005,12.2
"704","ttdiesti",19,"magdalena",NA,"sabanas de san angel",2005,37.06
"705","pcrparin",11,"cauca",419,"inza",2005,60.18
"706","pcrparin",25,"risaralda",847,"pereira",2005,99.53
"707","pcrparin",30,"valle del cauca",1018,"bugalagrande",2005,98.88
"708","pbrmivih",21,"narino",NA,NA,2005,NA
"709","pcrparin",2,"antioquia",112,"segovia",2005,98.69
"710","ttdiesti",11,"cauca",440,"suarez",2005,28.51
"711","ttdiesti",2,"antioquia",68,"jardin",2005,15.04
"712","ttdiesti",7,"cordoba",347,"valencia",2005,29.4
"713","pcrparin",20,"meta",689,"el castillo",2005,90.99
"714","pcrparin",19,"magdalena",678,"san sebastian de buenavista",2005,89.53
"715","ttdiesti",29,"tolima",984,"guamo",2005,25.39
"716","pcrparin",27,"santander",894,"guapota",2005,97.14
"717","rgrtgfec",5,"bolivar",NA,NA,2005,NA
"718","pcrparin",8,"caldas",371,"villamaria",2005,98.26
"719","ttdiesti",27,"santander",927,"san miguel",2005,30.25
"720","pcrparin",14,"cundinamarca",516,"facatativa",2005,98.65
"721","ctrmormt",8,"caldas",NA,NA,2005,5
"722","pcrparin",26,"san andres y providencia",754,"providencia",2005,100
"723","pcrperca",9,"caqueta",NA,NA,2005,95.42005794
"724","pcrparin",2,"antioquia",11,"alejandria",2005,100
"725","pcrparin",29,"tolima",973,"carmen de apicala",2005,95.87
"726","pcrparin",6,"boyaca",234,"gameza",2005,85.98
"727","ttdiesti",30,"valle del cauca",NA,NA,2005,15.09110273
"728","pcrparin",27,"santander",44,"concepcion",2005,96.94
"729","pcrparin",23,"putumayo",817,"puerto caicedo",2005,68.25
"730","pcrparin",6,"boyaca",262,"paipa",2005,97.65
"731","pcrparin",2,"antioquia",82,"necocli",2005,98.6
"732","ttdnesti",8,"caldas",NA,NA,2005,20.00066356
"733","ttdiesti",27,"santander",92,"rionegro",2005,16.37
"734","pcrparin",5,"bolivar",187,"san martin de loba",2005,75
"735","ttdiesti",25,"risaralda",843,"la celia",2005,18.26
"736","ttdiesti",17,"huila",640,"pital",2005,30.48
"737","pcrparin",21,"narino",770,"tangua",2005,79.84
"738","pcrparin",5,"bolivar",NA,"villa nueva",2005,99.12
"739","ttdiesti",17,"huila",620,"altamira",2005,16.28
"740","pcrparin",14,"cundinamarca",522,"gachancipa",2005,100
"741","igrtgfec",14,"cundinamarca",NA,NA,2005,NA
"742","pcrparin",6,"boyaca",251,"mongua",2005,94.67
"743","caelacex",6,"boyaca",NA,NA,2005,NA
"744","ttdiesti",9,"caqueta",379,"florencia",2005,17.67
"745","pcrparin",2,"antioquia",132,"zaragoza",2005,99.24
"746","ttdiesti",16,"guaviare",168,"calamar",2005,32.85
"747","pcrparin",27,"santander",907,"mogotes",2005,82.63
"748","pcrparin",8,"caldas",368,"samana",2005,95.8
"749","pcrparin",6,"boyaca",284,"santa maria",2005,93.33
"750","ttdiesti",6,"boyaca",256,"nobsa",2005,16.05
"751","ttdiesti",27,"santander",934,"sucre",2005,27.1
"752","igrtgfec",18,"la guajira",NA,NA,2005,NA
"753","ttdiesti",12,"cesar",449,"bosconia",2005,21.1
"754","ttdiesti",2,"antioquia",94,"sabaneta",2005,11.56
"755","pcrparin",24,"quindio",837,"salento",2005,96.39
"756","ttdiesti",14,"cundinamarca",528,"guasca",2005,18.42
"757","pbepredg",13,"choco",NA,NA,2005,NA
"758","igrtgfec",6,"boyaca",NA,NA,2005,NA
"759","ttdiesti",19,"magdalena",680,"santa ana",2005,21.78
"760","igrtgfec",19,"magdalena",NA,NA,2005,NA
"761","pcrparin",22,"norte de santander",787,"el zulia",2005,95.42
"762","pcrparin",2,"antioquia",20,"arboletes",2005,82.62
"763","pcrrncpn",7,"cordoba",NA,NA,2005,78.46
"764","pcrparin",29,"tolima",992,"murillo",2005,94.19
"765","pcrparin",11,"cauca",414,"caloto",2005,94.78
"766","pcrrncpn",14,"cundinamarca",NA,NA,2005,86.02
"767","ttdiesti",19,"magdalena",NA,"cerro san antonio",2005,25.67
"768","ttdiesti",2,"antioquia",44,"concepcion",2005,15.92
"769","caelacex",10,"casanare",NA,NA,2005,NA
"770","rtrmorpu",26,"san andres y providencia",NA,NA,2005,0
"771","ttdnesti",15,"guainia",NA,NA,2005,NA
"772","pcrparin",14,"cundinamarca",512,"cucunuba",2005,97.5
"773","ttdiesti",17,"huila",651,"villavieja",2005,24.87
"774","pcrparin",11,"cauca",432,"puerto tejada",2005,98.76
"775","pcrparin",13,"choco",489,"unguia",2005,97.14
"776","caelacex",27,"santander",NA,NA,2005,NA
"777","ttdnesti",24,"quindio",NA,NA,2005,21.61257452
"778","pcrparin",21,"narino",714,"ancuya",2005,68.97
"779","pbepredc",27,"santander",NA,NA,2005,NA
"780","ttdiesti",6,"boyaca",257,"nuevo colon",2005,21.07
"781","pcrparin",22,"norte de santander",780,"chinacota",2005,99.38
"782","ttdiesti",2,"antioquia",82,"necocli",2005,39.19
"783","pcrparin",27,"santander",895,"guavata",2005,94.87
"784","pcrparin",11,"cauca",418,"guapi",2005,89.74
"785","pcrparin",13,"choco",NA,"rio quito",2005,58.46
"786","pcrparin",20,"meta",704,"restrepo",2005,95.03
"787","pcrparin",14,"cundinamarca",572,"silvania",2005,98.49
"788","pcrparin",6,"boyaca",294,"sogamoso",2005,99.64
"789","ttdiesti",6,"boyaca",299,"susacon",2005,26.81
"790","ttdiesti",13,"choco",NA,"medio atrato",2005,49.29
"791","ttdiesti",27,"santander",888,"gambita",2005,27.57
"792","ttdiesti",2,"antioquia",15,"angelopolis",2005,14.02
"793","ttdiesti",17,"huila",61,"guadalupe",2005,20.34
"794","pcrparin",9,"caqueta",373,"albania",2005,97.62
"795","pcrparin",14,"cundinamarca",491,"alban",2005,98.65
"796","pcrparin",27,"santander",870,"charala",2005,96.19
"797","pcrparin",6,"boyaca",NA,"cienega",2005,67.02
"798","pcrparin",13,"choco",474,"bojaya",2005,96.67
"799","pcrparin",2,"antioquia",NA,"ciudad bolivar",2005,98.39
"800","ttdiesti",6,"boyaca",294,"sogamoso",2005,14.88
"801","pcrparin",6,"boyaca",230,"el cocuy",2005,90.48
"802","pcrparin",18,"la guajira",NA,NA,2005,94.68856469
"803","ttdiesti",8,"caldas",367,"salamina",2005,16.38
"804","pcrparin",17,"huila",649,"tesalia",2005,90.8
"805","pcrparin",16,"guaviare",250,"miraflores",2005,98.08
"806","pcrparin",27,"santander",28,"bolivar",2005,98.68
"807","ttdiesti",20,"meta",694,"la macarena",2005,28.32
"808","pbepredc",2,"antioquia",NA,NA,2005,11.4
"809","pcrparin",16,"guaviare",613,"el retorno",2005,98.19
"810","pcrparin",9,"caqueta",NA,NA,2005,96.75817354
"811","pcrparin",5,"bolivar",NA,"arroyohondo",2005,95.35
"812","pcrparin",30,"valle del cauca",NA,"la union",2005,99.79
"813","pcrparin",22,"norte de santander",789,"hacari",2005,100
"814","ttdiesti",29,"tolima",976,"coello",2005,28.01
"815","igrtgfec",21,"narino",NA,NA,2005,NA
