"";"idindicador";"iddepto";"nomdepto";"idmpio";"nommpio";"year";"idindicador"
"3494";"pcrparin";25;"cundinamarca";25402;"la vega";"2006";98,67
"3495";"pcrparin";50;"meta";50006;"acacias";"2006";89,31
"3496";"pcrparin";52;"narino";52110;"buesaco";"2006";71,75
"3497";"pcrperca";85;"casanare";NA;NA;"2006";97,8744439
"3498";"pcrparin";52;"narino";52399;"la union";"2006";98,85
"3499";"ttdiesti";86;"putumayo";86749;"sibundoy";"2006";16,43
"3500";"ttdiesti";44;"la guajira";44090;"dibulla";"2006";30,65
"3501";"ttdiesti";47;"magdalena";47551;"pivijay";"2006";31,34
"3502";"pcrparin";76;"valle del cauca";NA;NA;"2006";98,76907045
"3503";"ttdiesti";13;"bolivar";13042;"arenal";"2006";22,73
"3504";"pcrparin";76;"valle del cauca";76248;"el cerrito";"2006";99,84
"3505";"pcrparin";68;"santander";68673;"san benito";"2006";88,24
"3506";"pcrparin";15;"boyaca";15753;"soata";"2006";96,58
"3507";"ttdiesti";52;"narino";52427;"magui";"2006";42,77
"3508";"pcrparin";68;"santander";68152;"carcasi";"2006";98,68
"3509";"pcrparin";68;"santander";68468;"molagavita";"2006";92,75
"3510";"pcrrncpn";63;"quindio";NA;NA;"2006";85,8
"3511";"pcrparin";20;"cesar";20238;"el copey";"2006";95,79
"3512";"ttdiesti";17;"caldas";17388;"la merced";"2006";19,85
"3513";"ttdiesti";5;"antioquia";5093;"betulia";"2006";20,51
"3514";"ttdiesti";5;"antioquia";5792;"tarso";"2006";25,73
"3515";"pcrparin";52;"narino";52490;"olaya herrera";"2006";97,82
"3516";"ttdiesti";68;"santander";68855;"valle de san jose";"2006";19,61
"3517";"ttdiesti";54;"n.santander";54498;"ocana";"2006";12,06
"3518";"ttdiesti";47;"magdalena";47660;"sabanas de san angel";"2006";37,06
"3519";"pcrparin";19;"cauca";19355;"inza";"2006";60,51
"3520";"pcrparin";66;"risaralda";66001;"pereira";"2006";99,64
"3521";"pcrparin";76;"valle del cauca";76113;"bugalagrande";"2006";99,6
"3522";"pbrmivih";52;"narino";NA;NA;"2006";NA
"3523";"pcrparin";5;"antioquia";5736;"segovia";"2006";98,89
"3524";"ttdiesti";19;"cauca";19780;"suarez";"2006";28,51
"3525";"ttdiesti";5;"antioquia";5364;"jardin";"2006";14,87
"3526";"ttdiesti";23;"cordoba";23855;"valencia";"2006";29,4
"3527";"pcrparin";50;"meta";50251;"el castillo";"2006";83,96
"3528";"pcrparin";47;"magdalena";47692;"san sebastian de buenavista";"2006";89,24
"3529";"ttdiesti";73;"tolima";73319;"guamo";"2006";24,96
"3530";"pcrparin";68;"santander";68322;"guapota";"2006";100
"3531";"rgrtgfec";13;"bolivar";NA;NA;"2006";NA
"3532";"pcrparin";17;"caldas";17873;"villamaria";"2006";98,64
"3533";"ttdiesti";68;"santander";68686;"san miguel";"2006";30,25
"3534";"pcrparin";25;"cundinamarca";25269;"facatativa";"2006";98,8
"3535";"ctrmormt";17;"caldas";NA;NA;"2006";11
"3536";"pcrparin";88;"san andres";88564;"providencia";"2006";100
"3537";"pcrperca";18;"caqueta";NA;NA;"2006";96,56610594
"3538";"pcrparin";5;"antioquia";5021;"alejandria";"2006";100
"3539";"pcrparin";73;"tolima";73148;"carmen de apicala";"2006";97,64
"3540";"pcrparin";15;"boyaca";15296;"gameza";"2006";86,61
"3541";"ttdiesti";76;"valle del cauca";NA;NA;"2006";14,74977249
"3542";"pcrparin";68;"santander";68207;"concepcion";"2006";98,89
"3543";"pcrparin";86;"putumayo";86569;"puerto caicedo";"2006";73,99
"3544";"pcrparin";15;"boyaca";15516;"paipa";"2006";99,43
"3545";"pcrparin";5;"antioquia";5490;"necocli";"2006";97,75
"3546";"ttdnesti";17;"caldas";NA;NA;"2006";19,1564286
"3547";"ttdiesti";68;"santander";68615;"rionegro";"2006";16,37
"3548";"pcrparin";13;"bolivar";13667;"san martin de loba";"2006";91,41
"3549";"ttdiesti";66;"risaralda";66383;"la celia";"2006";17,53
"3550";"ttdiesti";41;"huila";41548;"pital";"2006";29,29
"3551";"pcrparin";52;"narino";52788;"tangua";"2006";79,84
"3552";"pcrparin";13;"bolivar";13873;"villa nueva";"2006";99,08
"3553";"ttdiesti";41;"huila";41026;"altamira";"2006";16,1
"3554";"pcrparin";25;"cundinamarca";25295;"gachancipa";"2006";99,05
"3555";"igrtgfec";25;"cundinamarca";NA;NA;"2006";NA
"3556";"pcrparin";15;"boyaca";15464;"mongua";"2006";93,15
"3557";"caelacex";15;"boyaca";NA;NA;"2006";NA
"3558";"ttdiesti";18;"caqueta";18001;"florencia";"2006";17,28
"3559";"pcrparin";5;"antioquia";5895;"zaragoza";"2006";97,79
"3560";"ttdiesti";95;"guaviare";95015;"calamar";"2006";32,12
"3561";"pcrparin";68;"santander";68464;"mogotes";"2006";88,24
"3562";"pcrparin";17;"caldas";17662;"samana";"2006";95,02
"3563";"pcrparin";15;"boyaca";15690;"santa maria";"2006";94,92
"3564";"ttdiesti";15;"boyaca";15491;"nobsa";"2006";15,41
"3565";"ttdiesti";68;"santander";68773;"sucre";"2006";27,1
"3566";"igrtgfec";44;"la guajira";NA;NA;"2006";NA
"3567";"ttdiesti";20;"cesar";20060;"bosconia";"2006";20,63
"3568";"ttdiesti";5;"antioquia";5631;"sabaneta";"2006";11,42
"3569";"pcrparin";63;"quindio";63690;"salento";"2006";97,18
"3570";"ttdiesti";25;"cundinamarca";25322;"guasca";"2006";18,02
"3571";"pbepredg";27;"choco";NA;NA;"2006";NA
"3572";"igrtgfec";15;"boyaca";NA;NA;"2006";NA
"3573";"ttdiesti";47;"magdalena";47707;"santa ana";"2006";21,29
"3574";"igrtgfec";47;"magdalena";NA;NA;"2006";NA
"3575";"pcrparin";54;"n.santander";54261;"el zulia";"2006";92,26
"3576";"pcrparin";5;"antioquia";5051;"arboletes";"2006";86,28
"3577";"pcrrncpn";23;"cordoba";NA;NA;"2006";80,22
"3578";"pcrparin";73;"tolima";73461;"murillo";"2006";98,75
"3579";"pcrparin";19;"cauca";19142;"caloto";"2006";92,1
"3580";"pcrrncpn";25;"cundinamarca";NA;NA;"2006";85,87
"3581";"ttdiesti";47;"magdalena";47161;"cerro san antonio";"2006";25,1
"3582";"ttdiesti";5;"antioquia";5206;"concepcion";"2006";15,75
"3583";"caelacex";85;"casanare";NA;NA;"2006";NA
"3584";"rtrmorpu";88;"san andres";NA;NA;"2006";108,46
"3585";"ttdnesti";94;"guainia";NA;NA;"2006";NA
"3586";"pcrparin";25;"cundinamarca";25224;"cucunuba";"2006";98,62
"3587";"ttdiesti";41;"huila";41872;"villavieja";"2006";24,32
"3588";"pcrparin";19;"cauca";19573;"puerto tejada";"2006";99,5
"3589";"pcrparin";27;"choco";27800;"unguia";"2006";99,14
"3590";"caelacex";68;"santander";NA;NA;"2006";NA
"3591";"ttdnesti";63;"quindio";NA;NA;"2006";20,35863652
"3592";"pcrparin";52;"narino";52036;"ancuya";"2006";68,93
"3593";"pbepredc";68;"santander";NA;NA;"2006";NA
"3594";"ttdiesti";15;"boyaca";15494;"nuevo colon";"2006";20,22
"3595";"pcrparin";54;"n.santander";54172;"chinacota";"2006";100
"3596";"ttdiesti";5;"antioquia";5490;"necocli";"2006";38,26
"3597";"pcrparin";68;"santander";68324;"guavata";"2006";94,44
"3598";"pcrparin";19;"cauca";19318;"guapi";"2006";90,48
"3599";"pcrparin";27;"choco";27600;"rio quito";"2006";58,82
"3600";"pcrparin";50;"meta";50606;"restrepo";"2006";90,82
"3601";"pcrparin";25;"cundinamarca";25743;"silvania";"2006";98,53
"3602";"pcrparin";15;"boyaca";15759;"sogamoso";"2006";99,57
"3603";"ttdiesti";15;"boyaca";15774;"susacon";"2006";25,74
"3604";"ttdiesti";27;"choco";27425;"medio atrato";"2006";48,46
"3605";"ttdiesti";68;"santander";68298;"gambita";"2006";27,1
"3606";"ttdiesti";5;"antioquia";5036;"angelopolis";"2006";13,86
"3607";"ttdiesti";41;"huila";41319;"guadalupe";"2006";19,89
"3608";"pcrparin";18;"caqueta";18029;"albania";"2006";95,4
"3609";"pcrparin";25;"cundinamarca";25019;"alban";"2006";98,61
"3610";"pcrparin";68;"santander";68167;"charala";"2006";98,45
"3611";"pcrparin";15;"boyaca";15189;"cienega";"2006";98,59
"3612";"pcrparin";27;"choco";27099;"bojaya";"2006";92,31
"3613";"pcrparin";5;"antioquia";5101;"ciudad bolivar";"2006";98,47
"3614";"ttdiesti";15;"boyaca";15759;"sogamoso";"2006";14,43
"3615";"pcrparin";15;"boyaca";15244;"el cocuy";"2006";90,76
"3616";"pcrparin";44;"la guajira";NA;NA;"2006";94,62857143
"3617";"ttdiesti";17;"caldas";17653;"salamina";"2006";15,72
"3618";"pcrparin";41;"huila";41797;"tesalia";"2006";90,95
"3619";"pcrparin";95;"guaviare";95200;"miraflores";"2006";97,65
"3620";"pcrparin";68;"santander";68101;"bolivar";"2006";97,58
"3621";"ttdiesti";50;"meta";50350;"la macarena";"2006";27,69
"3622";"pbepredc";5;"antioquia";NA;NA;"2006";NA
"3623";"pcrparin";95;"guaviare";95025;"el retorno";"2006";98,96
"3624";"pcrparin";18;"caqueta";NA;NA;"2006";97,49756708
"3625";"pcrparin";13;"bolivar";13062;"arroyohondo";"2006";97,85
"3626";"pcrparin";76;"valle del cauca";76400;"la union";"2006";100
"3627";"pcrparin";54;"n.santander";54344;"hacari";"2006";100
"3628";"ttdiesti";73;"tolima";73200;"coello";"2006";28,01
"3629";"igrtgfec";52;"narino";NA;NA;"2006";NA
"3630";"pcrparin";68;"santander";68755;"socorro";"2006";99,4
"3631";"ttdiesti";5;"antioquia";5147;"carepa";"2006";30,78
"3632";"pcrparin";66;"risaralda";66075;"balboa";"2006";98,92
"3633";"ttdiesti";13;"bolivar";13458;"montecristo";"2006";26,41
"3634";"ctrmormt";68;"santander";NA;NA;"2006";17
"3635";"ttdiesti";5;"antioquia";5543;"peque";"2006";28,67
"3636";"ttdiesti";25;"cundinamarca";25214;"cota";"2006";11,73
"3637";"pcrparin";76;"valle del cauca";76863;"versalles";"2006";98,95
"3638";"ttdiesti";52;"narino";52227;"cumbal";"2006";24,99
"3639";"pcrparin";13;"bolivar";13600;"rio viejo";"2006";100
"3640";"pcrparin";5;"antioquia";5543;"peque";"2006";76,19
"3641";"pcrparin";15;"boyaca";15676;"san miguel de sema";"2006";100
"3642";"pcrparin";41;"huila";41244;"elias";"2006";90
"3643";"pbepredg";73;"tolima";NA;NA;"2006";NA
"3644";"pcrparin";25;"cundinamarca";25320;"guaduas";"2006";98,94
"3645";"pcrparin";70;"sucre";70473;"morroa";"2006";98,61
"3646";"pcrparin";15;"boyaca";15537;"paz de rio";"2006";95,65
"3647";"ttdiesti";68;"santander";68190;"cimitarra";"2006";25,39
"3648";"pcrparin";54;"n.santander";54871;"villa caro";"2006";96,67
"3649";"ttdiesti";23;"cordoba";23168;"chima";"2006";25,41
"3650";"pcrparin";5;"antioquia";5467;"montebello";"2006";94,85
"3651";"ttdiesti";5;"antioquia";5425;"maceo";"2006";15,31
"3652";"rtrmorpu";13;"bolivar";NA;NA;"2006";88,7
"3653";"pcrparin";76;"valle del cauca";76403;"la victoria";"2006";98,77
"3654";"pcrparin";52;"narino";52210;"contadero";"2006";94,25
"3655";"pcrparin";5;"antioquia";5854;"valdivia";"2006";99,03
"3656";"pcrparin";99;"vichada";99624;"santa rosalia";"2006";100
"3657";"rgrtgfec";81;"arauca";NA;NA;"2006";NA
"3658";"pcrparin";5;"antioquia";5607;"retiro";"2006";98,41
"3659";"pbepredg";47;"magdalena";NA;NA;"2006";NA
"3660";"ttdiesti";91;"amazonas";91536;"puerto arica *";"2006";48,53
"3661";"ttdiesti";5;"antioquia";5887;"yarumal";"2006";15,29
"3662";"pcrparin";76;"valle del cauca";76845;"ulloa";"2006";97,06
"3663";"ttdiesti";68;"santander";68500;"oiba";"2006";21,87
"3664";"ttdiesti";94;"guainia";94886;"cacahual *";"2006";47,56
"3665";"pcrparin";54;"n.santander";54480;"mutiscua";"2006";95,77
"3666";"pcrparin";23;"cordoba";23419;"los cordobas";"2006";95,13
"3667";"ttdiesti";54;"n.santander";54099;"bochalema";"2006";15,35
"3668";"pcrparin";15;"boyaca";15757;"socha";"2006";97,73
"3669";"ttdiesti";13;"bolivar";13657;"san juan nepomuceno";"2006";26,64
"3670";"pcrparin";68;"santander";68720;"santa helena del opon";"2006";79,52
"3671";"ttdiesti";19;"cauca";19698;"santander de quilichao";"2006";19,3
"3672";"ttdnesti";99;"vichada";NA;NA;"2006";NA
"3673";"ttdiesti";15;"boyaca";15542;"pesca";"2006";22,5
"3674";"pcrparin";41;"huila";41668;"san agustin";"2006";90,21
"3675";"igrtgfec";81;"arauca";NA;NA;"2006";NA
"3676";"ttdiesti";25;"cundinamarca";25307;"girardot";"2006";12,8
"3677";"pbrmivih";54;"n.santander";NA;NA;"2006";NA
"3678";"pcrparin";15;"boyaca";15109;"buenavista";"2006";97,3
"3679";"pcrparin";86;"putumayo";86571;"puerto guzman";"2006";90,83
"3680";"pbehtaco";94;"guainia";NA;NA;"2006";NA
"3681";"pcrparin";15;"boyaca";15808;"tinjaca";"2006";100
"3682";"pcrparin";5;"antioquia";5237;"don matias";"2006";98,21
"3683";"ttdiesti";15;"boyaca";15104;"boyaca";"2006";23,45
"3684";"pcrparin";70;"sucre";70708;"san marcos";"2006";98,99
"3685";"ttdiesti";81;"arauca";NA;NA;"2006";29,66660602
"3686";"pcrparin";68;"santander";68169;"charta";"2006";78,79
"3687";"pcrparin";13;"bolivar";13140;"calamar";"2006";97,71
"3688";"pcrparin";25;"cundinamarca";25326;"guatavita";"2006";100
"3689";"rgrtgfec";23;"cordoba";NA;NA;"2006";NA
"3690";"pcrparin";20;"cesar";20787;"tamalameque";"2006";98,87
"3691";"pcrparin";68;"santander";68318;"guaca";"2006";89,9
"3692";"pbehtaco";52;"narino";NA;NA;"2006";NA
"3693";"pcrparin";18;"caqueta";18860;"valparaiso";"2006";97,47
"3694";"ttdiesti";85;"casanare";85300;"sabanalarga";"2006";28,57
"3695";"pcrparin";15;"boyaca";15839;"tutaza";"2006";100
"3696";"ttdiesti";70;"sucre";70110;"buenavista";"2006";23,02
"3697";"pcrparin";66;"risaralda";66170;"dosquebradas";"2006";99,75
"3698";"pcrparin";15;"boyaca";15778;"sutatenza";"2006";100
"3699";"ttdiesti";68;"santander";68264;"encino";"2006";20,06
"3700";"pbepredc";19;"cauca";NA;NA;"2006";NA
"3701";"ttdiesti";63;"quindio";63272;"filandia";"2006";13,57
"3702";"pcrparin";5;"antioquia";5585;"puerto nare";"2006";98,52
"3703";"ttdiesti";17;"caldas";17042;"anserma";"2006";11,29
"3704";"ttdiesti";85;"casanare";85410;"tauramena";"2006";31,04
"3705";"ttdiesti";17;"caldas";17380;"la dorada";"2006";16,01
"3706";"pcrparin";25;"cundinamarca";25592;"quebradanegra";"2006";97,22
"3707";"pbrmivih";44;"la guajira";NA;NA;"2006";NA
"3708";"pcrparin";25;"cundinamarca";25871;"villagomez";"2006";100
"3709";"pcrparin";50;"meta";50370;"uribe";"2006";51,72
"3710";"ttdiesti";8;"atlantico";8137;"campo de la cruz";"2006";28,08
"3711";"ttdiesti";5;"antioquia";5308;"girardota";"2006";9,99
"3712";"pcrparin";15;"boyaca";15425;"macanal";"2006";96,23
"3713";"ttdiesti";41;"huila";41518;"paicol";"2006";25,09
"3714";"pcrparin";15;"boyaca";15720;"sativanorte";"2006";100
"3715";"ttdiesti";15;"boyaca";15425;"macanal";"2006";18,3
"3716";"ttdiesti";19;"cauca";19022;"almaguer";"2006";33,95
"3717";"pbepredc";17;"caldas";NA;NA;"2006";NA
"3718";"pcrparin";94;"guainia";94888;"morichal";"2006";NA
"3719";"pcrparin";15;"boyaca";15494;"nuevo colon";"2006";98,82
"3720";"pcrparin";73;"tolima";73352;"icononzo";"2006";89,05
"3721";"ttdiesti";68;"santander";68160;"cepita";"2006";36,31
"3722";"pcrparin";47;"magdalena";47703;"san zenon";"2006";96,12
"3723";"ttdiesti";5;"antioquia";5789;"tamesis";"2006";17,13
"3724";"ttdiesti";76;"valle del cauca";76497;"obando";"2006";16,73
"3725";"pcrparin";54;"n.santander";54518;"pamplona";"2006";97,69
"3726";"ttdiesti";18;"caqueta";18150;"cartagena del chaira";"2006";25,15
"3727";"ttdiesti";5;"antioquia";5129;"caldas";"2006";9,51
"3728";"pbrmivih";50;"meta";NA;NA;"2006";NA
"3729";"ttdiesti";25;"cundinamarca";25878;"viota";"2006";17,71
"3730";"igrtgfec";19;"cauca";NA;NA;"2006";NA
"3731";"pcrparin";19;"cauca";19300;"guachene";"2006";0
"3732";"ttdiesti";44;"la guajira";44847;"uribia";"2006";53,81
"3733";"caelacex";23;"cordoba";NA;NA;"2006";NA
"3734";"rgrtgfec";27;"choco";NA;NA;"2006";NA
"3735";"caelacex";27;"choco";NA;NA;"2006";NA
"3736";"ttdiesti";15;"boyaca";15183;"chita";"2006";33,56
"3737";"ttdiesti";20;"cesar";20443;"manaure";"2006";21,06
"3738";"ttdiesti";25;"cundinamarca";25320;"guaduas";"2006";14,06
"3739";"pbrmivih";66;"risaralda";NA;NA;"2006";NA
"3740";"pcrparin";15;"boyaca";15804;"tibana";"2006";95,5
"3741";"rtrmorpu";68;"santander";NA;NA;"2006";52,05
"3742";"ptrldeng";97;"vaupes";NA;NA;"2006";NA
"3743";"ttdnesti";13;"bolivar";NA;NA;"2006";47,76515312
"3744";"ttdiesti";15;"boyaca";15097;"boavita";"2006";19,87
"3745";"ptrldeng";41;"huila";NA;NA;"2006";NA
"3746";"igrtgfec";20;"cesar";NA;NA;"2006";NA
"3747";"pcrparin";5;"antioquia";5353;"hispania";"2006";98,8
"3748";"pcrparin";76;"valle del cauca";76250;"el dovio";"2006";86,61
"3749";"pcrparin";66;"risaralda";66045;"apia";"2006";96,67
"3750";"pcrparin";13;"bolivar";13006;"achi";"2006";97,44
"3751";"pcrparin";76;"valle del cauca";76233;"dagua";"2006";94,24
"3752";"ttdiesti";81;"arauca";81065;"arauquita";"2006";28,52
"3753";"ttdiesti";13;"bolivar";13744;"simiti";"2006";21,1
"3754";"pcrparin";73;"tolima";73686;"santa isabel";"2006";100
"3755";"pcrparin";54;"n.santander";54398;"la playa";"2006";100
"3756";"pcrparin";5;"antioquia";5819;"toledo";"2006";95,1
"3757";"pcrparin";97;"vaupes";97001;"mitu";"2006";50,62
"3758";"pcrparin";20;"cesar";20550;"pelaya";"2006";95,03
"3759";"ttdiesti";63;"quindio";63190;"circasia";"2006";15,97
"3760";"ttdiesti";13;"bolivar";13673;"santa catalina";"2006";24,22
"3761";"pcrparin";19;"cauca";19743;"silvia";"2006";90,63
"3762";"pcrparin";25;"cundinamarca";25035;"anapoima";"2006";100
"3763";"ttdiesti";17;"caldas";17446;"marulanda";"2006";17,81
"3764";"pcrparin";52;"narino";52356;"ipiales";"2006";97,85
"3765";"ttdiesti";27;"choco";27450;"medio san juan";"2006";61,54
"3766";"ttdiesti";13;"bolivar";13810;"tiquisio";"2006";42,67
"3767";"ttdiesti";25;"cundinamarca";25095;"bituima";"2006";15,76
"3768";"ttdiesti";54;"n.santander";54418;"lourdes";"2006";16,23
"3769";"ttdiesti";5;"antioquia";5658;"san jose de la montana";"2006";17,26
"3770";"ttdiesti";70;"sucre";NA;NA;"2006";25,13643459
"3771";"ttdiesti";52;"narino";52233;"cumbitara";"2006";33,08
"3772";"pcrparin";5;"antioquia";5088;"bello";"2006";99,59
"3773";"ttdiesti";17;"caldas";NA;NA;"2006";15,96872748
"3774";"ttdiesti";97;"vaupes";97161;"caruru";"2006";52,66
"3775";"pcrparin";76;"valle del cauca";76364;"jamundi";"2006";99,29
"3776";"ttdiesti";68;"santander";68176;"chima";"2006";24,15
"3777";"pcrparin";97;"vaupes";97777;"papunaua";"2006";NA
"3778";"pcrparin";52;"narino";52224;"cuaspud";"2006";76,05
"3779";"pcrrncpn";95;"guaviare";NA;NA;"2006";62
"3780";"ttdiesti";13;"bolivar";13212;"cordoba";"2006";28,47
"3781";"ttdiesti";17;"caldas";17495;"norcasia";"2006";17,55
"3782";"pcrparin";15;"boyaca";15810;"tipacoque";"2006";98,15
"3783";"ctrmormt";25;"cundinamarca";NA;NA;"2006";29
"3784";"ttdiesti";54;"n.santander";54172;"chinacota";"2006";13,41
"3785";"ttdiesti";68;"santander";68770;"suaita";"2006";19,41
"3786";"pcrparin";8;"atlantico";8372;"juan de acosta";"2006";91,57
"3787";"pcrparin";70;"sucre";70235;"galeras";"2006";100
"3788";"pcrparin";68;"santander";68250;"el penon";"2006";73,33
"3789";"ttdiesti";25;"cundinamarca";25805;"tibacuy";"2006";24,34
"3790";"ttdiesti";5;"antioquia";5607;"retiro";"2006";12,3
"3791";"pcrparin";66;"risaralda";66687;"santuario";"2006";96,04
"3792";"pcrparin";17;"caldas";17380;"la dorada";"2006";98,36
"3793";"pcrparin";44;"la guajira";44378;"hatonuevo";"2006";94,29
"3794";"pbretaia";94;"guainia";NA;NA;"2006";NA
"3795";"pcrparin";13;"bolivar";13468;"mompos";"2006";87,3
"3796";"pcrparin";54;"n.santander";54245;"el carmen";"2006";96,39
"3797";"pcrparin";50;"meta";50330;"mesetas";"2006";74,21
"3798";"ttdiesti";17;"caldas";17873;"villamaria";"2006";14,55
"3799";"pcrparin";8;"atlantico";8849;"usiacuri";"2006";98,1
"3800";"ttdiesti";13;"bolivar";13006;"achi";"2006";41,87
"3801";"pcrparin";15;"boyaca";15755;"socota";"2006";95,24
"3802";"ttdiesti";19;"cauca";19548;"piendamo";"2006";20,24
"3803";"pcrparin";5;"antioquia";5347;"heliconia";"2006";97,03
"3804";"pcrparin";13;"bolivar";13894;"zambrano";"2006";98,81
"3805";"ttdiesti";70;"sucre";70400;"la union";"2006";33,04
"3806";"ttdiesti";19;"cauca";19533;"piamonte";"2006";34,53
"3807";"pcrparin";54;"n.santander";54820;"toledo";"2006";96,69
"3808";"ttdiesti";5;"antioquia";5579;"puerto berrio";"2006";16,62
"3809";"cgrnacim";27;"choco";NA;NA;"2006";36203
"3810";"ttdiesti";70;"sucre";70429;"majagual";"2006";29,8
"3811";"ttdiesti";41;"huila";41615;"rivera";"2006";18,25
"3812";"pcrrncpn";27;"choco";NA;NA;"2006";69,21
"3813";"igrtgfec";70;"sucre";NA;NA;"2006";NA
"3814";"ttdiesti";73;"tolima";73770;"suarez";"2006";22,2
"3815";"ctrmormt";94;"guainia";NA;NA;"2006";3
"3816";"pcrparin";44;"la guajira";44847;"uribia";"2006";81,66
"3817";"pgeembar";50;"meta";NA;NA;"2006";NA
"3818";"pcrparin";91;"amazonas";91405;"la chorrera";"2006";100
"3819";"ttdiesti";5;"antioquia";5088;"bello";"2006";9,43
"3820";"ttdiesti";68;"santander";68575;"puerto wilches";"2006";20,57
"3821";"ttdiesti";66;"risaralda";66440;"marsella";"2006";20,59
"3822";"pcrparin";73;"tolima";73411;"libano";"2006";96,3
"3823";"ttdiesti";50;"meta";50606;"restrepo";"2006";22,59
"3824";"ttdiesti";52;"narino";52506;"ospina";"2006";23,24
"3825";"pcrparin";15;"boyaca";15135;"campohermoso";"2006";86
"3826";"ttdiesti";19;"cauca";19785;"sucre";"2006";33,67
"3827";"pcrparin";68;"santander";68385;"landazuri";"2006";90,94
"3828";"ttdiesti";97;"vaupes";97001;"mitu";"2006";41,9
"3829";"rtrmorpu";44;"la guajira";NA;NA;"2006";155,1
"3830";"pcrparin";17;"caldas";17013;"aguadas";"2006";97,52
"3831";"ttdiesti";52;"narino";52683;"sandona";"2006";18,37
"3832";"pcrparin";15;"boyaca";15774;"susacon";"2006";93,75
"3833";"ttdiesti";25;"cundinamarca";25053;"arbelaez";"2006";14,43
"3834";"rtrmorpu";66;"risaralda";NA;NA;"2006";45,87
"3835";"ttdiesti";66;"risaralda";66088;"belen de umbria";"2006";18,66
"3836";"cgrnacim";88;"san andres";NA;NA;"2006";5211
"3837";"ttdiesti";54;"n.santander";54553;"puerto santander";"2006";16,82
"3838";"pcrparin";25;"cundinamarca";25817;"tocancipa";"2006";99,35
"3839";"ttdiesti";19;"cauca";19142;"caloto(1)";"2006";27,17
"3840";"pcrparin";19;"cauca";19698;"santander de quilichao";"2006";92,1
"3841";"pcrparin";76;"valle del cauca";76306;"ginebra";"2006";99,26
"3842";"ttdiesti";23;"cordoba";23686;"san pelayo";"2006";27,32
"3843";"pcrparin";50;"meta";50110;"barranca de upia";"2006";100
"3844";"pcrparin";52;"narino";52540;"policarpa";"2006";82,95
"3845";"ttdiesti";5;"antioquia";5475;"murindo";"2006";54,18
"3846";"ttdiesti";5;"antioquia";5040;"anori";"2006";25,38
"3847";"ttdiesti";52;"narino";52573;"puerres";"2006";18,47
"3848";"pbepredc";54;"n.santander";NA;NA;"2006";NA
"3849";"pcrparin";25;"cundinamarca";25279;"fomeque";"2006";100
"3850";"pcrparin";20;"cesar";20250;"el paso";"2006";97,24
"3851";"ttdiesti";54;"n.santander";54344;"hacari";"2006";33,59
"3852";"ttdiesti";13;"bolivar";13030;"altos del rosario";"2006";32,66
"3853";"ttdiesti";5;"antioquia";5134;"campamento";"2006";23,88
"3854";"ttdiesti";23;"cordoba";23555;"planeta rica";"2006";31,91
"3855";"pcrparin";68;"santander";68689;"san vicente de chucuri";"2006";98,99
