"";"idindicador";"iddepto";"nomdepto";"idmpio";"nommpio";"year";"idindicador"
"14280";"ttdiesti";25;"cundinamarca";25372;"junin";"2010";19,26
"14281";"rgrtgfec";47;"magdalena";NA;NA;"2010";NA
"14282";"pcrparin";52;"narino";52233;"cumbitara";"2010";89,11
"14283";"ttdiesti";68;"santander";68679;"san gil";"2010";11,19
"14284";"pbretaia";15;"boyaca";NA;NA;"2010";44,44444444
"14285";"pcrperca";44;"la guajira";NA;NA;"2010";96,12624368
"14286";"ttdiesti";95;"guaviare";95025;"el retorno";"2010";32,99
"14287";"pbepredg";94;"guainia";NA;NA;"2010";6,1
"14288";"cgrnacim";81;"arauca";NA;NA;"2010";54562
"14289";"pcrparin";73;"tolima";73547;"piedras";"2010";100
"14290";"ttdiesti";25;"cundinamarca";25019;"alban";"2010";15,58
"14291";"pcrparin";17;"caldas";17088;"belalcazar";"2010";97,24
"14292";"pcrparin";54;"n.santander";54673;"san cayetano";"2010";100
"14293";"rtrmorpu";63;"quindio";NA;NA;"2010";65,03
"14294";"ttdiesti";76;"valle del cauca";76823;"toro";"2010";14,32
"14295";"pcrparin";25;"cundinamarca";25805;"tibacuy";"2010";98,21
"14296";"ttdiesti";52;"narino";52215;"cordoba";"2010";39,24
"14297";"pcrparin";54;"n.santander";54377;"la bateca";"2010";96,49
"14298";"ttdiesti";20;"cesar";20238;"el copey";"2010";20,98
"14299";"pcrparin";23;"cordoba";23686;"san pelayo";"2010";100
"14300";"ttdiesti";15;"boyaca";15621;"rondon";"2010";15,92
"14301";"pcrparin";5;"antioquia";5790;"taraza";"2010";98,98
"14302";"pbehtaco";13;"bolivar";NA;NA;"2010";NA
"14303";"pbepredc";63;"quindio";NA;NA;"2010";9,6
"14304";"pcrparin";17;"caldas";17524;"palestina";"2010";99,15
"14305";"ttdiesti";15;"boyaca";15106;"briceno";"2010";16,52
"14306";"pcrparin";52;"narino";NA;NA;"2010";96,68071936
"14307";"pcrparin";25;"cundinamarca";25745;"simijaca";"2010";98,82
"14308";"ttdiesti";5;"antioquia";5306;"giraldo";"2010";34,05
"14309";"igrtgfec";23;"cordoba";NA;NA;"2010";NA
"14310";"pgeembar";41;"huila";NA;NA;"2010";19,3
"14311";"ttdiesti";25;"cundinamarca";25299;"gama";"2010";19,97
"14312";"pbrmivih";18;"caqueta";NA;NA;"2010";8,3
"14313";"ttdiesti";76;"valle del cauca";76306;"ginebra";"2010";12,66
"14314";"pcrparin";68;"santander";68522;"palmar";"2010";100
"14315";"pcrparin";5;"antioquia";5697;"el santuario";"2010";99,78
"14316";"ttdnesti";19;"cauca";NA;NA;"2010";28,87023772
"14317";"pcrparin";76;"valle del cauca";76622;"roldanillo";"2010";100
"14318";"pcrparin";41;"huila";41807;"timana";"2010";97,42
"14319";"pcrparin";15;"boyaca";15814;"toca";"2010";99,47
"14320";"pbehtaco";11;"bogota";NA;NA;"2010";NA
"14321";"pcrparin";8;"atlantico";8421;"luruaco";"2010";99,63
"14322";"ttdiesti";70;"sucre";70124;"caimito";"2010";26,81
"14323";"ttdiesti";68;"santander";68162;"cerrito";"2010";23,14
"14324";"pcrparin";52;"narino";52694;"san pedro de cartago";"2010";98,77
"14325";"ttdiesti";25;"cundinamarca";25473;"mosquera";"2010";11,51
"14326";"pcrparin";68;"santander";68211;"contratacion";"2010";100
"14327";"pcrperca";68;"santander";NA;NA;"2010";99,28848424
"14328";"ttdiesti";20;"cesar";20178;"chiriguana";"2010";19,84
"14329";"ttdiesti";52;"narino";52083;"belen";"2010";20,31
"14330";"ttdiesti";5;"antioquia";5893;"yondo";"2010";21,73
"14331";"pbepredg";20;"cesar";NA;NA;"2010";3,3
"14332";"pcrparin";47;"magdalena";47707;"santa ana";"2010";96,29
"14333";"ttdiesti";76;"valle del cauca";76895;"zarzal";"2010";13,59
"14334";"ttdiesti";52;"narino";52694;"san pedro de cartago";"2010";22,14
"14335";"ttdiesti";5;"antioquia";5021;"alejandria";"2010";18,76
"14336";"ttdiesti";8;"atlantico";8606;"repelon";"2010";15,41
"14337";"cgrnacim";11;"bogota";NA;NA;"2010";1386
"14338";"pcrparin";15;"boyaca";15820;"topaga";"2010";92,73
"14339";"ttdiesti";23;"cordoba";NA;NA;"2010";25,48247773
"14340";"pcrparin";54;"n.santander";54313;"gramalote";"2010";93,88
"14341";"ttdiesti";68;"santander";68327;"guepsa";"2010";19,33
"14342";"pbepredc";76;"valle del cauca";NA;NA;"2010";6
"14343";"ttdiesti";25;"cundinamarca";25898;"zipacon";"2010";18,77
"14344";"pcrparin";68;"santander";68549;"pinchote";"2010";100
"14345";"ttdiesti";25;"cundinamarca";25777;"supata";"2010";17,05
"14346";"ttdiesti";68;"santander";68255;"el playon";"2010";20,61
"14347";"pcrparin";73;"tolima";73349;"honda";"2010";97,65
"14348";"ttdiesti";13;"bolivar";13468;"mompos";"2010";25,23
"14349";"pcrparin";18;"caqueta";18753;"san vicente del caguan";"2010";96,63
"14350";"ttdiesti";20;"cesar";20175;"chimichagua";"2010";26,48
"14351";"rtrmorpu";17;"caldas";NA;NA;"2010";73,54
"14352";"ttdiesti";68;"santander";68217;"coromoro";"2010";20,48
"14353";"ttdiesti";5;"antioquia";5266;"envigado";"2010";7,6
"14354";"pbehtaco";23;"cordoba";NA;NA;"2010";NA
"14355";"rtrmorpu";97;"vaupes";NA;NA;"2010";0
"14356";"ttdiesti";15;"boyaca";15135;"campohermoso";"2010";20,6
"14357";"ttdiesti";25;"cundinamarca";NA;NA;"2010";14,15422801
"14358";"pcrparin";68;"santander";68770;"suaita";"2010";100
"14359";"pcrparin";15;"boyaca";15001;"tunja";"2010";99,67
"14360";"ctrmormt";91;"amazonas";NA;NA;"2010";0
"14361";"pcrparin";25;"cundinamarca";25862;"vergara";"2010";96,15
"14362";"ptrldeng";70;"sucre";NA;NA;"2010";13
"14363";"pcrparin";63;"quindio";63212;"cordoba";"2010";98,25
"14364";"ttdiesti";85;"casanare";85015;"chameza";"2010";24,99
"14365";"ptrldeng";81;"arauca";NA;NA;"2010";4
"14366";"pcrparin";68;"santander";68418;"los santos";"2010";98,47
"14367";"ttdiesti";41;"huila";41244;"elias";"2010";17,52
"14368";"ttdiesti";52;"narino";52788;"tangua";"2010";24,92
"14369";"ttdiesti";47;"magdalena";47053;"aracataca";"2010";18,46
"14370";"ptrldeng";68;"santander";NA;NA;"2010";1
"14371";"pcrparin";41;"huila";41551;"pitalito";"2010";97,48
"14372";"ttdiesti";8;"atlantico";8770;"suan";"2010";19,89
"14373";"ttdiesti";44;"la guajira";44560;"manaure";"2010";54,38
"14374";"pcrparin";15;"boyaca";15522;"panqueba";"2010";100
"14375";"pgeembar";8;"atlantico";NA;NA;"2010";17,2
"14376";"ttdnesti";76;"vaupes";NA;NA;"2010";NA
"14377";"ttdiesti";5;"antioquia";5647;"san andres de cuerquia";"2010";17,31
"14378";"ttdiesti";15;"boyaca";15362;"iza";"2010";13,81
"14379";"ttdiesti";25;"cundinamarca";25398;"la pena";"2010";24,98
"14380";"ttdiesti";5;"antioquia";5890;"yolombo";"2010";16,21
"14381";"ttdiesti";47;"magdalena";47692;"san sebastian de buenavista";"2010";14,84
"14382";"pcrparin";18;"caqueta";18256;"el paujil";"2010";99,18
"14383";"ttdiesti";52;"narino";52687;"san lorenzo";"2010";20,67
"14384";"ttdiesti";20;"cesar";20045;"becerril";"2010";23,94
"14385";"pcrparin";25;"cundinamarca";25288;"fuquene";"2010";98,41
"14386";"pcrparin";76;"valle del cauca";76834;"tulua";"2010";99,67
"14387";"ttdiesti";76;"valle del cauca";76147;"cartago";"2010";13,81
"14388";"ttdiesti";44;"la guajira";44855;"urumita";"2010";13,46
"14389";"ttdiesti";41;"huila";41483;"nataga";"2010";18,45
"14390";"pcrparin";73;"tolima";NA;NA;"2010";98,42592119
"14391";"ttdiesti";5;"antioquia";5615;"rionegro";"2010";9,8
"14392";"ttdiesti";47;"magdalena";47745;"sitionuevo";"2010";32,88
"14393";"pcrparin";50;"meta";50568;"puerto gaitan";"2010";87,91
"14394";"pcrparin";25;"cundinamarca";25148;"caparrapi";"2010";95,61
"14395";"pcrparin";25;"cundinamarca";25736;"sesquile";"2010";99,15
"14396";"ctrmormt";88;"san andres";NA;NA;"2010";0
"14397";"pcrparin";85;"casanare";85279;"recetor";"2010";100
"14398";"pcrparin";20;"cesar";NA;NA;"2010";97,97462957
"14399";"pcrparin";23;"cordoba";23586;"purisima";"2010";99,49
"14400";"pcrparin";15;"boyaca";15272;"firavitoba";"2010";98,48
"14401";"ttdiesti";5;"antioquia";5059;"armenia";"2010";19,59
"14402";"pcrparin";25;"cundinamarca";25307;"girardot";"2010";99,93
"14403";"ttdiesti";27;"choco";NA;NA;"2010";43,93132688
"14404";"ttdiesti";68;"santander";68211;"contratacion";"2010";16,85
"14405";"pcrparin";5;"antioquia";5842;"uramita";"2010";97,25
"14406";"pcrparin";41;"huila";NA;NA;"2010";96,61497326
"14407";"ttdiesti";66;"risaralda";66400;"la virginia";"2010";16,47
"14408";"pcrparin";41;"huila";41349;"hobo";"2010";95,61
"14409";"ttdiesti";18;"caqueta";18460;"milan";"2010";28,38
"14410";"pcrparin";25;"cundinamarca";25168;"chaguani";"2010";100
"14411";"ttdiesti";50;"meta";50270;"el dorado";"2010";21,95
"14412";"ptrldeng";17;"caldas";NA;NA;"2010";21
"14413";"ttdiesti";50;"meta";50568;"puerto gaitan";"2010";61,35
"14414";"pcrperca";76;"valle del cauca";NA;NA;"2010";99,25039405
"14415";"pcrparin";70;"sucre";70204;"coloso";"2010";100
"14416";"pcrrncpn";20;"cesar";NA;NA;"2010";84,71
"14417";"pcrparin";15;"boyaca";15621;"rondon";"2010";94,74
"14418";"pcrparin";15;"boyaca";15212;"coper";"2010";93,18
"14419";"ttdiesti";52;"narino";52256;"el rosario";"2010";32,08
"14420";"ctrmormt";85;"casanare";NA;NA;"2010";5
"14421";"ttdiesti";73;"tolima";73152;"casabianca";"2010";22,88
"14422";"pcrparin";66;"risaralda";66594;"quinchia";"2010";95,86
"14423";"ptrldeng";99;"vichada";NA;NA;"2010";0
"14424";"pcrparin";25;"cundinamarca";25317;"guacheta";"2010";99,22
"14425";"pcrparin";5;"antioquia";5686;"santa rosa de osos";"2010";98,62
"14426";"pcrparin";91;"amazonas";91669;"puerto santander";"2010";85,71
"14427";"ttdiesti";27;"choco";27745;"sipi";"2010";29,44
"14428";"pbehtaco";20;"cesar";NA;NA;"2010";NA
"14429";"pcrperca";17;"caldas";NA;NA;"2010";99,1819101
"14430";"pcrparin";25;"cundinamarca";25335;"guayabetal";"2010";96,84
"14431";"ttdiesti";27;"choco";27413;"lloro";"2010";60,96
"14432";"pcrparin";68;"santander";68397;"la paz";"2010";88,1
"14433";"pgeembar";20;"cesar";NA;NA;"2010";26,7
"14434";"ttdiesti";99;"vichada";99773;"cumaribo";"2010";44,42
"14435";"pcrparin";8;"atlantico";8549;"piojo";"2010";100
"14436";"ttdiesti";41;"huila";41359;"isnos";"2010";23,27
"14437";"pcrparin";15;"boyaca";15480;"muzo";"2010";99,39
"14438";"igrtgfec";27;"choco";NA;NA;"2010";NA
"14439";"ttdiesti";68;"santander";68318;"guaca";"2010";19,02
"14440";"caelacex";91;"amazonas";NA;NA;"2010";5,5
"14441";"ttdiesti";73;"tolima";73873;"villarrica";"2010";25,88
"14442";"ctrmormt";52;"narino";NA;NA;"2010";13
"14443";"cgrnacim";63;"quindio";NA;NA;"2010";20317
"14444";"ttdiesti";25;"cundinamarca";25841;"ubaque";"2010";14,25
"14445";"ttdiesti";18;"caqueta";18479;"morelia";"2010";19,71
"14446";"ttdiesti";25;"cundinamarca";25875;"villeta";"2010";14,9
"14447";"pgeembar";94;"guainia";NA;NA;"2010";33,8
"14448";"pcrparin";70;"sucre";70124;"caimito";"2010";96,84
"14449";"ttdiesti";19;"cauca";19450;"mercaderes";"2010";21,19
"14450";"pcrrncpn";88;"san andres";NA;NA;"2010";91,52
"14451";"pcrparin";13;"bolivar";13300;"hatillo de loba";"2010";98,62
"14452";"ttdiesti";54;"n.santander";54520;"pamplonita";"2010";11,01
"14453";"pbehtaco";85;"casanare";NA;NA;"2010";NA
"14454";"ttdiesti";13;"bolivar";13667;"san martin de loba";"2010";35,21
"14455";"pcrparin";68;"santander";68179;"chipata";"2010";97,92
"14456";"ttdiesti";81;"arauca";81220;"cravo norte";"2010";31,96
"14457";"pcrparin";99;"vichada";99524;"la primavera";"2010";62,92
"14458";"pcrparin";25;"cundinamarca";25781;"sutatausa";"2010";99
"14459";"ttdiesti";52;"narino";52490;"olaya herrera";"2010";32,6
"14460";"ttdiesti";73;"tolima";73563;"prado";"2010";21,26
"14461";"ttdiesti";25;"cundinamarca";25317;"guacheta";"2010";17,58
"14462";"pcrparin";8;"atlantico";8137;"campo de la cruz";"2010";100
"14463";"ptrldeng";52;"narino";NA;NA;"2010";100
"14464";"ttdiesti";54;"n.santander";54480;"mutiscua";"2010";16,91
"14465";"ttdiesti";8;"atlantico";8558;"polonuevo";"2010";22,1
"14466";"ttdiesti";68;"santander";68533;"paramo";"2010";13,1
"14467";"ttdiesti";17;"caldas";17088;"belalcazar";"2010";17,37
"14468";"pcrparin";63;"quindio";NA;NA;"2010";99,41472931
"14469";"ttdiesti";52;"narino";52051;"arboleda";"2010";31,61
"14470";"pcrparin";73;"tolima";73026;"alvarado";"2010";96,91
"14471";"pcrparin";81;"arauca";81065;"arauquita";"2010";86,1
"14472";"pcrparin";76;"valle del cauca";76246;"el cairo";"2010";96,25
"14473";"pcrparin";73;"tolima";73226;"cunday";"2010";96,08
"14474";"pbretaia";47;"magdalena";NA;NA;"2010";72,72727273
"14475";"ttdiesti";70;"sucre";70508;"ovejas";"2010";29,83
"14476";"pbrmivih";8;"atlantico";NA;NA;"2010";5
"14477";"pcrparin";73;"tolima";73622;"roncesvalles";"2010";97,18
"14478";"pbretaia";17;"caldas";NA;NA;"2010";93,33333333
"14479";"ttdnesti";18;"caqueta";NA;NA;"2010";29,65144998
"14480";"ttdiesti";15;"boyaca";15667;"san luis de gaceno";"2010";16,77
"14481";"pbepredc";66;"risaralda";NA;NA;"2010";10,4
"14482";"pcrparin";15;"boyaca";15533;"paya";"2010";86,67
"14483";"ttdiesti";88;"san andres";NA;NA;"2010";15,71325365
"14484";"ttdiesti";63;"quindio";63130;"calarca";"2010";13,76
"14485";"ttdiesti";17;"caldas";17442;"marmato";"2010";17,88
"14486";"ttdiesti";94;"guainia";94663;"mapiripana *";"2010";38,85
"14487";"ttdiesti";5;"antioquia";5086;"belmira";"2010";20,51
"14488";"pcrparin";15;"boyaca";15646;"samaca";"2010";98,98
"14489";"pcrparin";17;"caldas";17001;"manizales";"2010";99,5
"14490";"pcrparin";52;"narino";52506;"ospina";"2010";100
"14491";"ttdiesti";25;"cundinamarca";25099;"bojaca";"2010";14,66
"14492";"caelacex";13;"bolivar";NA;NA;"2010";1,3
"14493";"ttdiesti";68;"santander";68524;"palmas del socorro";"2010";23,71
"14494";"ttdiesti";95;"guaviare";95200;"miraflores";"2010";49,3
"14495";"pcrparin";8;"atlantico";8433;"malambo";"2010";100
"14496";"pcrparin";27;"choco";27615;"riosucio";"2010";92,71
"14497";"pcrparin";68;"santander";68162;"el cerrito";"2010";96,39
"14498";"ttdiesti";50;"meta";50223;"cubarral";"2010";19,97
"14499";"ttdiesti";73;"tolima";73275;"flandes";"2010";14,06
"14500";"ttdiesti";15;"boyaca";15223;"cubara";"2010";24,98
"14501";"pcrparin";15;"boyaca";15276;"floresta";"2010";97,22
"14502";"pcrparin";25;"cundinamarca";25178;"chipaque";"2010";99,15
"14503";"pcrparin";66;"risaralda";66682;"santa rosa de cabal";"2010";99,54
"14504";"ttdiesti";52;"narino";52258;"el tablon de gomez";"2010";19,88
"14505";"ttdiesti";20;"cesar";20295;"gamarra";"2010";18,25
"14506";"pbehtaco";50;"meta";NA;NA;"2010";NA
"14507";"ttdiesti";73;"tolima";73030;"ambalema";"2010";15,62
"14508";"igrtgfec";54;"n.santander";NA;NA;"2010";NA
"14509";"ttdiesti";5;"antioquia";5667;"san rafael";"2010";17,42
"14510";"pbepredg";91;"amazonas";NA;NA;"2010";5,8
"14511";"pcrparin";70;"sucre";70265;"guaranda";"2010";97,23
"14512";"pcrparin";20;"cesar";20517;"pailitas";"2010";97,97
"14513";"ttdiesti";94;"guainia";94888;"morichal *";"2010";81,19
"14514";"ttdnesti";95;"guaviare";NA;NA;"2010";NA
"14515";"pbehtaco";97;"vaupes";NA;NA;"2010";NA
"14516";"pcrparin";19;"cauca";19392;"la sierra";"2010";96,97
"14517";"pcrparin";68;"santander";68276;"floridablanca";"2010";99,87
"14518";"pcrparin";41;"huila";41078;"baraya";"2010";97,53
"14519";"ttdiesti";41;"huila";41013;"agrado";"2010";22,45
"14520";"ttdiesti";5;"antioquia";5628;"sabanalarga";"2010";22,55
"14521";"pcrparin";25;"cundinamarca";25123;"cachipay";"2010";98,08
"14522";"pcrparin";73;"tolima";73030;"ambalema";"2010";100
"14523";"ttdiesti";68;"santander";68207;"concepcion";"2010";23,54
"14524";"pcrparin";68;"santander";68406;"lebrija";"2010";96,28
"14525";"ttdiesti";66;"risaralda";66170;"dosquebradas";"2010";13,53
"14526";"pcrparin";68;"santander";68533;"paramo";"2010";100
"14527";"ttdiesti";19;"cauca";19532;"patia";"2010";19,07
"14528";"ttdiesti";66;"risaralda";66687;"santuario";"2010";16,27
"14529";"pcrparin";15;"boyaca";15686;"santana";"2010";98,02
"14530";"rgrtgfec";44;"la guajira";NA;NA;"2010";NA
"14531";"pcrparin";17;"caldas";17653;"salamina";"2010";99,49
"14532";"ttdiesti";52;"narino";52079;"barbacoas";"2010";30,97
"14533";"pcrparin";27;"choco";27001;"quibdo";"2010";98,57
"14534";"ttdiesti";41;"huila";41770;"suaza";"2010";21,79
"14535";"ttdiesti";73;"tolima";73268;"espinal";"2010";17,36
"14536";"ttdiesti";15;"boyaca";15407;"villa de leyva";"2010";13,31
"14537";"pbehtaco";88;"san andres";NA;NA;"2010";NA
"14538";"pcrparin";5;"antioquia";5837;"turbo";"2010";97,11
"14539";"ttdiesti";13;"bolivar";13873;"villanueva";"2010";37,65
"14540";"pcrparin";5;"antioquia";5679;"santa barbara";"2010";99,6
"14541";"ttdiesti";20;"cesar";20310;"gonzalez";"2010";19,98
"14542";"ttdiesti";68;"santander";68101;"bolivar";"2010";40,03
"14543";"pcrparin";5;"antioquia";5885;"yali";"2010";97,67
"14544";"ttdiesti";76;"valle del cauca";76670;"san pedro";"2010";14,41
"14545";"pcrparin";5;"antioquia";5579;"puerto berrio";"2010";96,63
"14546";"ttdiesti";5;"antioquia";NA;NA;"2010";15,66095471
"14547";"ttdiesti";76;"valle del cauca";76250;"el dovio";"2010";20,39
"14548";"pcrparin";41;"huila";41770;"suaza";"2010";94,67
"14549";"pcrparin";52;"narino";52473;"mosquera";"2010";87,37
"14550";"pgeembar";63;"quindio";NA;NA;"2010";14,6
"14551";"pcrrncpn";18;"caqueta";NA;NA;"2010";75,46
"14552";"pbepredc";47;"magdalena";NA;NA;"2010";18
"14553";"pcrparin";25;"cundinamarca";25506;"venecia";"2010";94,03
"14554";"rgrtgfec";50;"meta";NA;NA;"2010";NA
"14555";"ttdiesti";27;"choco";27245;"el carmen de atrato";"2010";25,9
"14556";"ttdiesti";85;"casanare";85001;"yopal";"2010";17,9
"14557";"ttdiesti";68;"santander";68344;"hato";"2010";19,97
"14558";"ttdiesti";66;"risaralda";66045;"apia";"2010";19,3
"14559";"ttdiesti";73;"tolima";73616;"rioblanco";"2010";29,66
"14560";"ttdiesti";54;"n.santander";54743;"silos";"2010";18,39
"14561";"ttdiesti";54;"n.santander";54239;"durania";"2010";12,44
"14562";"ttdiesti";86;"putumayo";86219;"colon";"2010";17,77
"14563";"ttdiesti";68;"santander";68370;"jordan";"2010";32,36
"14564";"rtrmorpu";25;"cundinamarca";NA;NA;"2010";40,52
"14565";"ttdiesti";18;"caqueta";18753;"san vicente del caguan";"2010";22,98
"14566";"ttdiesti";15;"boyaca";15762;"sora";"2010";19,46
"14567";"rtrmorpu";52;"narino";NA;NA;"2010";69,37
"14568";"pcrparin";17;"caldas";17877;"viterbo";"2010";98,79
"14569";"ttdiesti";54;"n.santander";54660;"salazar";"2010";12,2
"14570";"pcrparin";86;"putumayo";86568;"puerto asis";"2010";97,58
"14571";"pbehtaco";8;"atlantico";NA;NA;"2010";NA
"14572";"ttdiesti";73;"tolima";73504;"ortega";"2010";34,94
"14573";"ttdiesti";50;"meta";50226;"cumaral";"2010";21,33
"14574";"ttdiesti";23;"cordoba";23574;"puerto escondido";"2010";33,36
"14575";"ttdiesti";15;"boyaca";15401;"la victoria";"2010";16
"14576";"ttdiesti";19;"cauca";19364;"jambalo";"2010";25,52
"14577";"ttdiesti";44;"la guajira";44430;"maicao";"2010";28,99
"14578";"ttdiesti";68;"santander";68079;"barichara";"2010";14,55
"14579";"pcrparin";15;"boyaca";15162;"cerinza";"2010";100
"14580";"pcrparin";18;"caqueta";18150;"cartagena del chaira";"2010";99,5
"14581";"ttdiesti";68;"santander";68209;"confines";"2010";16,74
"14582";"cgrnacim";86;"putumayo";NA;NA;"2010";6469
"14583";"igrtgfec";66;"risaralda";NA;NA;"2010";NA
"14584";"ttdiesti";41;"huila";41378;"la argentina";"2010";19,28
"14585";"ttdiesti";76;"valle del cauca";76403;"la victoria";"2010";13,32
"14586";"ttdiesti";5;"antioquia";5282;"fredonia";"2010";14,55
"14587";"ttdiesti";13;"bolivar";13160;"cantagallo";"2010";17,15
"14588";"ttdiesti";25;"cundinamarca";25377;"la calera";"2010";12,45
"14589";"ttdiesti";25;"cundinamarca";25483;"narino";"2010";18,25
"14590";"ttdiesti";19;"cauca";19300;"guachene(1)";"2010";25,26
"14591";"pbrmivih";5;"antioquia";NA;NA;"2010";2,1
"14592";"ttdiesti";73;"tolima";NA;NA;"2010";19,56433813
"14593";"ttdiesti";23;"cordoba";23586;"purisima";"2010";21,49
"14594";"pcrparin";15;"boyaca";15842;"umbita";"2010";96,94
"14595";"pcrparin";5;"antioquia";5120;"caceres";"2010";98,29
"14596";"rgrtgfec";20;"cesar";NA;NA;"2010";NA
"14597";"pcrparin";25;"cundinamarca";25772;"suesca";"2010";99,01
"14598";"ttdiesti";15;"boyaca";15763;"sotaquira";"2010";15,61
"14599";"pgeembar";66;"risaralda";NA;NA;"2010";20
"14600";"ttdiesti";13;"bolivar";NA;NA;"2010";22,11211058
"14601";"pbepredc";95;"guaviare";NA;NA;"2010";12,4
"14602";"pcrparin";5;"antioquia";5659;"san juan de uraba";"2010";97,72
"14603";"pcrparin";27;"choco";27075;"bahia solano";"2010";97,03
"14604";"pbrmivih";81;"arauca";NA;NA;"2010";0
"14605";"pcrparin";47;"magdalena";47058;"ariguani";"2010";97,38
"14606";"ttdiesti";70;"sucre";70235;"galeras";"2010";23,69
"14607";"pcrparin";54;"n.santander";NA;NA;"2010";98,96638283
"14608";"ttdiesti";5;"antioquia";5212;"copacabana";"2010";9,56
"14609";"ctrmormt";13;"bolivar";NA;NA;"2010";22
"14610";"pcrparin";25;"cundinamarca";25799;"tenjo";"2010";98,61
"14611";"ttdiesti";5;"antioquia";5837;"turbo";"2010";22,99
"14612";"ttdiesti";5;"antioquia";5483;"narino";"2010";17,91
"14613";"ttdiesti";5;"antioquia";5038;"angostura";"2010";28,6
"14614";"ttdiesti";91;"amazonas";91798;"tarapaca *";"2010";41,53
"14615";"ctrmormt";8;"atlantico";NA;NA;"2010";27
"14616";"ttdiesti";70;"sucre";70523;"palmito";"2010";18,68
"14617";"pcrparin";68;"santander";68079;"barichara";"2010";98,91
"14618";"pcrparin";20;"cesar";20295;"gamarra";"2010";98,86
"14619";"ttdiesti";25;"cundinamarca";25328;"guayabal de siquima";"2010";13,59
"14620";"ctrmormt";50;"meta";NA;NA;"2010";7
"14621";"pcrparin";85;"casanare";85315;"sacama";"2010";100
"14622";"ttdiesti";68;"santander";68266;"enciso";"2010";18,36
"14623";"ttdiesti";68;"santander";68444;"matanza";"2010";14,46
"14624";"pbepredc";94;"guainia";NA;NA;"2010";23,4
"14625";"ttdiesti";5;"antioquia";5591;"puerto triunfo";"2010";19,14
"14626";"pcrparin";97;"vaupes";97511;"pacoa";"2010";20
"14627";"ttdiesti";15;"boyaca";15090;"berbeo";"2010";14,53
"14628";"ttdiesti";85;"casanare";85279;"recetor";"2010";30,6
"14629";"pcrparin";52;"narino";52317;"guachucal";"2010";97,01
"14630";"ttdiesti";19;"cauca";19455;"miranda";"2010";17,56
"14631";"ttdiesti";25;"cundinamarca";25862;"vergara";"2010";25,47
"14632";"pcrparin";5;"antioquia";5501;"olaya";"2010";97,5
"14633";"pcrparin";23;"cordoba";23855;"valencia";"2010";98,59
"14634";"ttdiesti";5;"antioquia";5885;"yali";"2010";15,8
"14635";"ttdiesti";15;"boyaca";15516;"paipa";"2010";12,56
"14636";"ttdiesti";66;"risaralda";66001;"pereira";"2010";11,99
"14637";"pcrparin";68;"santander";68327;"guepsa";"2010";100
"14638";"pcrparin";54;"n.santander";54670;"san calixto";"2010";97,62
"14639";"ttdiesti";52;"narino";52287;"funes";"2010";24,66
"14640";"pcrparin";5;"antioquia";5154;"caucasia";"2010";99,27
"14641";"ttdiesti";54;"n.santander";54128;"cachira";"2010";11,23
"14642";"ttdiesti";17;"caldas";17513;"pacora";"2010";19,02
"14643";"rtrmorpu";19;"cauca";NA;NA;"2010";134,98
"14644";"pcrparin";70;"sucre";70215;"corozal";"2010";99,91
"14645";"ttdiesti";99;"vichada";99001;"puerto carreno";"2010";27,16
"14646";"ttdiesti";15;"boyaca";15299;"garagoa";"2010";16,76
"14647";"pcrparin";19;"cauca";19824;"totoro";"2010";84,07
"14648";"ttdiesti";15;"boyaca";15755;"socota";"2010";28,09
"14649";"pcrparin";50;"meta";50689;"san martin";"2010";96,18
"14650";"ttdiesti";73;"tolima";73461;"murillo";"2010";19,77
"14651";"pcrparin";50;"meta";50590;"puerto rico";"2010";95,93
"14652";"ttdiesti";27;"choco";27600;"rio quito";"2010";40,62
"14653";"ttdiesti";73;"tolima";73411;"libano";"2010";21,33
"14654";"ttdiesti";73;"tolima";73347;"herveo";"2010";16,53
"14655";"ttdiesti";25;"cundinamarca";25489;"nimaima";"2010";14,29
"14656";"pcrparin";15;"boyaca";15740;"siachoque";"2010";95,51
"14657";"ttdiesti";23;"cordoba";23350;"la apartada";"2010";25,32
"14658";"ttdiesti";13;"bolivar";13300;"hatillo de loba";"2010";29,45
"14659";"pcrparin";68;"santander";68121;"cabrera";"2010";100
"14660";"pcrparin";5;"antioquia";5059;"armenia";"2010";100
"14661";"pcrparin";13;"bolivar";13268;"el penon";"2010";100
"14662";"ttdiesti";68;"santander";68077;"barbosa";"2010";11,9
"14663";"ttdiesti";19;"cauca";19418;"lopez";"2010";27,8
"14664";"pcrparin";25;"cundinamarca";25867;"viani";"2010";95,65
"14665";"pcrperca";50;"meta";NA;NA;"2010";98,35913722
"14666";"ttdiesti";68;"santander";68895;"zapatoca";"2010";11,35
"14667";"pbretaia";44;"la guajira";NA;NA;"2010";66,66666667
"14668";"pcrparin";5;"antioquia";5034;"andes";"2010";94,75
"14669";"ttdiesti";25;"cundinamarca";25524;"pandi";"2010";19,94
"14670";"pbretaia";52;"narino";NA;NA;"2010";51,72413793
"14671";"pcrparin";15;"boyaca";15693;"santa rosa de viterbo";"2010";100
"14672";"ttdiesti";52;"narino";52110;"buesaco";"2010";19,19
"14673";"pcrparin";68;"santander";68820;"tona";"2010";98,31
"14674";"ttdiesti";47;"magdalena";47720;"santa barbara de pinto";"2010";18,26
"14675";"ttdiesti";68;"santander";68051;"aratoca";"2010";20,25
